영화명,최종관객수,Target,0누적관객수,0누적매출액,0스크린수,0상영횟수,1누적관객수,1누적매출액,1스크린수,1상영횟수,2누적관객수,2누적매출액,2스크린수,2상영횟수,3누적관객수,3누적매출액,3스크린수,3상영횟수,4누적관객수,4누적매출액,4스크린수,4상영횟수,5누적관객수,5누적매출액,5스크린수,5상영횟수,6누적관객수,6누적매출액,6스크린수,6상영횟수,7누적관객수,7누적매출액,7스크린수,7상영횟수,감독평균관객수,배우평균관객수,배급사개봉영화관객수합,기사수,대표국적_미국,대표국적_일본,대표국적_한국,등급_15세이상관람가,등급_전체관람가,등급_청소년관람불가,장르_B,장르_C,장르_D,장르_E
소녀괴담,481696,1class,-0.547760213,-0.529495532,-0.562513172,-0.767078846,-0.466703536,-0.463511466,-0.273891588,-0.000971497,-0.448595335,-0.452184339,-0.361471227,-0.053778182,-0.429322788,-0.438079389,-0.261509306,-0.002551311,-0.407072015,-0.415847887,-0.252649309,-0.019660785,-0.422570917,-0.429442198,-0.32097476,-0.14089407,-0.42145757,-0.428157579,-0.194678744,-0.063442173,-0.407993574,-0.417778353,-0.115006361,-0.217513752,-0.672256744,0.059021972,-1.214852192,0.101671892,0,0,1,1,0,0,0,0,1,0
소셜포비아,251551,1class,-0.548552407,-0.522922607,-0.455242447,-0.325784174,-0.572293409,-0.552205564,-0.496516276,-0.337074146,-0.543783027,-0.523544586,-0.530054136,-0.387489316,-0.573124735,-0.557477861,-0.554193743,-0.448981758,-0.598866223,-0.585352795,-0.594485415,-0.49407246,-0.605209464,-0.592012229,-0.518061663,-0.485356474,-0.606748739,-0.593546073,-0.474760905,-0.402928453,-0.604350582,-0.592068055,-0.518076075,-0.568838737,-0.626809456,-0.498405886,-1.122663669,-0.104048093,0,0,1,1,0,0,0,0,1,0
소수의견,383582,1class,-0.357272788,-0.396676822,-0.359465013,-0.131338709,-0.470891073,-0.497433721,-0.388914344,-0.230162766,-0.548589305,-0.560052349,-0.438738394,-0.30189055,-0.552770642,-0.556919477,-0.453268075,-0.44244283,-0.523874174,-0.525788318,-0.404576467,-0.437342549,-0.518292917,-0.520444527,-0.393969909,-0.327587434,-0.50771638,-0.510049501,-0.260152496,-0.228525697,-0.492074177,-0.494655766,0.025513356,0.023234843,-0.540341551,-0.611601805,-1.216921241,0.190631886,0,0,1,1,0,0,1,0,0,0
소원,2711094,3class,0.33922284,0.180788942,0.525518469,0.679540252,0.645666994,0.495748265,0.419955356,0.639828581,0.374870175,0.226526427,0.312860408,0.492689307,0.312921269,0.174396027,0.364229834,0.555040912,0.366255205,0.23132869,0.437928684,0.585042664,0.340878466,0.211201062,0.416276248,0.582871403,0.37377787,0.239724864,0.601918572,0.79459276,0.51879577,0.372561273,0.739205603,0.891749397,1.39119239,-0.463523501,-0.234746511,0.574271859,0,0,1,0,0,0,1,0,0,0
손님,828025,2class,0.438741264,0.42744641,0.081111179,0.181704699,0.36878777,0.359181254,0.438507413,0.358518015,0.388724057,0.37162783,0.404176151,0.389722674,0.240268932,0.222088199,0.138829176,0.157949649,0.099454013,0.082039071,-0.024758571,0.158633221,0.053172783,0.039638835,0.007503412,0.149663913,0.013082866,0.003849673,-0.132842422,-0.00286717,-0.0218801,-0.027768917,-0.048444389,-0.172723315,-0.253303093,-0.525055139,0.820958812,0.034951897,0,0,1,1,0,0,0,0,1,0
송 포 유,217314,1class,-0.636823241,-0.635738256,-0.677446092,-0.618831417,-0.65798027,-0.66415452,-0.659774381,-0.600343417,-0.659604041,-0.659716314,-0.709173477,-0.642424774,-0.685135795,-0.684296639,-0.725767378,-0.658821902,-0.686229249,-0.687021414,-0.739506793,-0.626857857,-0.676493931,-0.679570525,-0.693250021,-0.591850576,-0.665872788,-0.670474039,-0.620258131,-0.490795491,-0.656391403,-0.66233615,-0.714064102,-0.739602275,-0.717075339,-0.71822388,0.734560254,-0.521048064,0,0,0,0,0,0,1,0,0,0
수상한 그녀,8659574,4class,0.60861595,0.477106945,0.402923355,0.440965319,0.578648642,0.43630286,0.364299184,0.423333039,0.504316864,0.364649682,0.330421128,0.431281496,0.692972744,0.54279345,0.53580347,0.497973904,0.895414311,0.733118318,0.617478962,0.550755355,0.928498603,0.762303791,0.580515334,0.613110469,0.97589828,0.80589109,0.681942046,0.753321879,1.130615579,0.934532166,1.086807009,1.140896199,2.272062543,-0.253034807,0.820958812,0.27959188,0,0,1,1,0,0,1,0,0,0
수어사이드 스쿼드,1898220,2class,2.377883794,2.56968479,1.000574538,0.948454193,2.099093081,2.235301621,1.236245878,0.995308917,1.579771074,1.686242752,1.046898491,0.824539598,1.33186137,1.446976624,0.798210206,0.631130256,1.270603067,1.402078066,0.78321768,0.576314985,1.18652852,1.313811958,0.598764121,0.475719929,1.106592278,1.233413736,0.685579477,0.554955385,0.996575347,1.122504003,0.110564764,-0.380578934,-0.08488755,-0.295824854,1.013626168,-0.065128096,1,0,0,1,0,0,0,0,0,0
순수의 시대,469908,1class,-0.193892526,-0.166620264,0.153902029,0.369944458,-0.225411714,-0.194732892,0.123122439,0.361858996,-0.187202804,-0.15160802,0.095107484,0.352505819,-0.255926101,-0.226451061,0.007625808,0.237011233,-0.318763579,-0.296469379,0.040846338,0.193543936,-0.334155258,-0.313279018,0.109696621,0.219345239,-0.345570344,-0.325144996,0.161789461,0.319311967,-0.36238583,-0.342397486,-0.133495797,-0.382678486,-0.177030475,-0.446769269,0.820958812,0.952351833,0,0,1,0,0,1,1,0,0,0
순정,240484,1class,-0.125128495,-0.168320456,-0.018497351,-0.227871919,-0.351366427,-0.386042448,-0.20339377,-0.427948818,-0.51276625,-0.535685923,-0.280691917,-0.491696511,-0.573319118,-0.589720631,-0.305243762,-0.595215966,-0.572438063,-0.585600965,-0.235384859,-0.618130178,-0.575407107,-0.587854794,-0.357472334,-0.66679087,-0.561230618,-0.570996619,-0.17649159,-0.657875993,-0.565098792,-0.573827871,-0.166776783,-0.534546059,-0.632546443,-0.015575289,-1.214852192,0.268471881,0,0,1,0,0,0,1,0,0,0
숨바꼭질,5604106,4class,1.688431636,1.435301917,0.579153832,0.927078982,2.623032536,2.339686912,0.794706914,1.104224884,2.276366974,1.94759928,0.695684097,1.006902188,2.204111822,1.864132771,0.828487906,1.037732688,2.329739739,1.985812897,0.907521718,1.116807655,2.332511448,1.992123641,0.711906603,1.132433559,2.317502954,1.986506622,0.900187886,1.311144434,2.292309709,1.974980885,1.260607711,1.717573067,2.82953912,-0.27810832,0.734560254,0.763311846,0,0,1,1,0,0,0,0,1,0
숲속으로,341882,1class,-0.314039374,-0.300856442,-0.462904641,-0.561601015,-0.131482999,-0.118427697,-0.496516276,-0.631080438,-0.342859991,-0.340352445,-0.593272727,-0.678401067,-0.434049648,-0.434043234,-0.611384954,-0.708755534,-0.445986154,-0.446470761,-0.559956515,-0.707900587,-0.457230399,-0.457450921,-0.576457782,-0.714778953,-0.460313063,-0.460534872,-0.482035766,-0.620599069,-0.465914397,-0.466152044,-0.791719735,-0.806088079,0.066786295,-0.672576818,-0.077116342,-0.43764807,1,0,0,0,1,0,0,0,0,1
슈퍼배드 2,963763,2class,0.587893403,0.433184883,-0.646797313,-1.053230861,-0.019742819,-0.116358799,-0.637511912,-1.054716778,-0.169508352,-0.257089092,-0.357959083,-0.798735565,-0.262796776,-0.340820973,-0.37589173,-0.776522606,-0.356214051,-0.418718763,-0.639372985,-0.968484135,-0.388485761,-0.443813321,-0.689600264,-0.982328951,-0.356597229,-0.411206233,-0.205591036,-0.633912256,-0.322822246,-0.375086275,0.10316899,-0.364482371,0.025900583,-0.72645794,-0.555015454,-0.559968061,1,0,0,0,1,0,0,1,0,0
스노우 화이트 앤 더 헌츠맨,636631,2class,0.405586757,0.415127943,-0.240700996,-0.10789493,0.040379196,0.02469103,-0.158868833,-0.049749814,-0.181238789,-0.203821989,-0.263131197,-0.086653071,-0.191146256,-0.223237027,-0.315336329,-0.134518767,-0.168498697,-0.20534969,-0.280272428,-0.131250391,-0.205996459,-0.238382938,-0.299076215,-0.164559426,-0.231647956,-0.260445748,-0.311076525,-0.311733119,-0.219563606,-0.249187738,-0.573544385,-0.561840231,-0.336914768,-0.082738334,-0.555015454,-0.504368065,1,0,0,0,0,0,0,0,0,0
스누피: 더 피너츠 무비,197238,1class,-0.631019045,-0.614503369,-0.570175367,-1.032545173,-0.498440891,-0.482955516,-0.526199568,-0.964510302,-0.585389201,-0.571536602,-0.663515606,-1.045607371,-0.641736159,-0.629861656,-0.682032922,-1.019651838,-0.655598273,-0.645529004,-0.777488583,-1.050773676,-0.654840084,-0.645633558,-0.740696868,-1.05398239,-0.653282336,-0.644577496,-0.987638629,-1.084563652,-0.643328039,-0.636164537,-0.78432396,-0.871874032,-0.25333924,-0.765038588,0.118780396,-0.509928065,1,0,0,0,1,0,0,1,0,0
스물,3044859,3class,0.572731903,0.439492235,1.203622697,1.502830625,0.451446106,0.364309654,1.258508347,1.599358209,0.380850889,0.315054429,1.096068506,1.52173535,0.63720365,0.578245662,1.323023679,1.743342463,0.852643857,0.799713556,1.394379203,1.805047457,0.819355214,0.772878106,1.284918525,1.667533554,0.797564865,0.75806255,1.431252763,1.826364789,0.810134025,0.774976999,1.316076021,1.688179343,0.195842676,1.603368193,0.734560254,1.891991767,0,0,1,1,0,0,1,0,0,0
스타워즈: 깨어난 포스,3273879,3class,0.57393196,0.799765088,1.651861084,1.388369819,0.692462607,0.945432947,1.529368384,1.393553804,1.121212587,1.369873627,1.478892195,1.500025518,1.140925399,1.345527461,1.370122324,1.351006783,0.902292055,1.074114045,1.377114753,1.283880361,0.84639654,1.014898135,1.55135082,1.409844122,0.806117507,0.975466638,1.536738253,1.370388118,0.907341893,1.089591419,1.837478129,1.760263951,0.363597898,-0.007503499,-0.077116342,0.146151889,1,0,0,0,0,0,0,0,0,0
스타트렉 다크니스,1607555,2class,0.578324324,0.644574877,0.299483727,0.34925877,0.424544623,0.493629472,0.271538897,0.374554722,0.506991347,0.579000266,0.309348264,0.426939529,0.405009989,0.458772078,0.249847411,0.34757856,0.243979228,0.286121386,0.199679276,0.271469638,0.197595287,0.24002484,0.292184494,0.333727793,0.174037555,0.218997373,-0.212865897,-0.079417998,0.260325809,0.315610797,0.069888004,0.103717659,0.363597898,-0.18861812,0.820958812,-0.387608073,1,0,0,0,0,0,0,0,0,0
스타트렉 비욘드,1157472,2class,-0.044128592,0.069236405,0.877979424,1.012579825,0.012047823,0.106081827,0.839231851,0.870356243,-0.056587246,0.045191401,0.646514082,0.702964538,0.063853709,0.191231321,0.50216158,0.536018576,0.167525006,0.309779988,0.586402952,0.550131949,0.136511448,0.272096951,0.507520185,0.593389339,0.109825287,0.241473837,0.59464371,0.661460885,0.087147266,0.214424095,0.495145042,0.434746977,0.195480564,-0.18861812,-0.234746511,0.346311875,1,0,0,0,0,0,0,0,0,0
스텝 업: 올 인,565049,2class,-0.457034361,-0.45416269,-0.784716817,-0.797417855,-0.527216329,-0.528836857,-0.748824256,-0.838221235,-0.571398951,-0.567646117,-0.751319204,-0.822926521,-0.564661619,-0.561996757,-0.715674811,-0.805650558,-0.532079673,-0.529480359,-0.625561425,-0.768370932,-0.489917715,-0.48578924,-0.645803174,-0.79103399,-0.439137446,-0.434449374,-0.562059241,-0.706469128,-0.398901993,-0.395001181,-0.266619739,-0.467360404,-0.42334459,-0.481761754,-1.362585964,-0.57664806,1,0,0,0,0,0,1,0,0,0
스텝업4 : 레볼루션,953871,2class,0.210534411,0.242303839,-0.788547914,-0.727086517,-0.053274199,-0.043425688,-0.83416372,-0.712600365,-0.240283377,-0.240971996,-0.86370781,-0.705693427,-0.302529311,-0.307915806,-0.860334935,-0.684977614,-0.29077766,-0.296306249,-0.777488583,-0.653664298,-0.292132135,-0.296353906,-0.817341775,-0.582647382,-0.291674248,-0.29400527,-0.685731883,-0.480144941,-0.288697966,-0.290640311,-0.473701428,-0.270702395,-0.172072577,-0.481761754,-0.234746511,-0.559968061,1,0,0,0,0,0,1,0,0,0
스토커,378874,1class,-0.167938359,-0.205954084,-0.623810729,-0.243041423,-0.184606543,-0.196622234,-0.596697386,-0.351106264,-0.305812406,-0.313206188,-0.677564182,-0.407338306,-0.412312448,-0.417082464,-0.725767378,-0.465031854,-0.458775322,-0.46453343,-0.715336564,-0.430485087,-0.469139349,-0.475229371,-0.671351476,-0.407786696,-0.471974771,-0.478193435,-0.620258131,-0.281112788,-0.479233365,-0.484906235,-0.673387341,-0.663318563,0.697646986,-0.659737149,0.118780396,0.307391878,1,0,0,0,0,1,1,0,0,0
스틸 앨리스,112977,1class,-0.700088973,-0.692807832,-1.504963115,-1.276636289,-0.751567056,-0.748355064,-1.424119143,-1.224438593,-0.796584369,-0.783313357,-1.439699416,-1.205639847,-0.807273437,-0.792335931,-1.428882864,-1.172424973,-0.789453651,-0.775192682,-1.371385656,-1.161116471,-0.778560176,-0.765521086,-1.386703939,-1.157847008,-0.764049884,-0.751198462,-1.307732527,-1.081235355,-0.749744274,-0.73887264,-0.976614099,-0.810987033,-0.71502079,-0.604871631,-1.412095482,-0.521048064,1,0,0,0,0,0,1,0,0,0
스파이,3436012,3class,0.484617939,1.054756896,3.291570741,3.167338967,0.657341474,1.386594902,3.340049179,3.200356112,1.049162938,1.98544913,3.185794148,3.241154055,1.008872379,2.049215769,3.048852598,3.020216765,0.788354503,1.973265484,3.065577945,2.953360604,0.735624782,1.8641495,3.241188526,3.088769658,0.654788756,1.754818973,2.329698137,2.105941726,0.592127771,1.663193864,2.133309112,2.038104626,-0.164876816,-0.329295999,0.118780396,-0.376488074,1,0,0,1,0,0,0,0,0,0
스파이 브릿지,266493,1class,-0.563996273,-0.547236902,-0.462904641,-0.542983896,-0.590246973,-0.577831978,-0.437149693,-0.550228708,-0.559824364,-0.542330313,-0.329861932,-0.522090276,-0.565401768,-0.550282537,-0.37589173,-0.517343278,-0.583515637,-0.571757238,-0.366594678,-0.484721376,-0.584399117,-0.573548095,-0.310025487,-0.467607457,-0.591844256,-0.58065593,-0.540234657,-0.759721878,-0.589843935,-0.579827339,-0.477399315,-0.649321552,-0.674087312,-0.471456042,0.118780396,-0.332008077,1,0,0,0,0,0,0,0,1,0
스포트라이트,300620,1class,-0.554466412,-0.576025103,-0.677446092,-0.712606535,-0.63890322,-0.652159762,-0.659774381,-0.786770134,-0.706047107,-0.70450636,-0.698637045,-0.800596408,-0.718016347,-0.710153122,-0.840149801,-0.879956558,-0.699385827,-0.690030918,-0.767129913,-0.878713726,-0.680580845,-0.672264306,-0.744346626,-0.868603768,-0.649827551,-0.63938032,-0.660269869,-0.819631221,-0.637124125,-0.627882794,-0.248130303,-0.470859657,-0.71238725,-0.216702935,-1.416272132,0.501991864,1,0,0,1,0,0,1,0,0,0
스폰지밥 3D,325016,1class,-0.498502985,-0.474919439,-0.447580252,-0.897398679,-0.563349932,-0.545636991,-0.518778745,-0.951814576,-0.575982588,-0.560407385,-0.56868772,-0.946362424,-0.58412417,-0.57360327,-0.614749143,-0.934645774,-0.561400816,-0.553475755,-0.535786286,-0.914247846,-0.568521849,-0.56111228,-0.685950506,-0.966552047,-0.568231738,-0.561584843,-0.609345839,-0.866227377,-0.559055732,-0.55429997,-0.303598612,-0.63532454,-0.577983104,-0.668435187,0.820958812,-0.565528061,1,0,0,0,1,0,0,1,0,0
스플릿,758195,2class,-0.332353965,-0.310248815,0.349287992,0.357533045,-0.353791024,-0.346175156,0.464480293,0.35584523,-0.369187377,-0.352038647,0.337445416,0.341961043,-0.289348681,-0.26211776,0.529075092,0.484896048,-0.189403751,-0.1532832,0.676178091,0.575691579,-0.190232458,-0.157521649,0.613363151,0.581556661,-0.193110477,-0.162282195,0.769240382,0.680765007,-0.206184041,-0.176496101,0.254782368,-0.090140949,-0.298376651,-0.583353419,-1.432246253,0.196191886,0,0,1,1,0,0,1,0,0,0
슬로우 비디오,1169562,2class,0.10963553,0.094005762,0.475714204,0.785037259,0.667896908,0.687225623,0.475611528,0.886392949,0.578679204,0.574207274,0.330421128,0.743282798,0.366830645,0.35339221,0.259939978,0.616269056,0.19539891,0.180724033,0.216943726,0.524572319,0.14242528,0.129856851,0.376128916,0.588787742,0.103581858,0.092466711,-0.136479853,0.063698768,0.136494326,0.127408426,0.077283779,0.361962518,0.524814453,-0.470292293,0.118780396,-0.131848091,0,0,1,0,0,0,1,0,0,0
시간이탈자,1202384,2class,0.561123512,0.702913699,0.770708698,0.876743808,0.125764093,0.197700011,0.579503049,0.716002939,-0.091063319,-0.049657483,0.569246916,0.712268752,-0.076174601,-0.034292695,0.673735216,0.831459232,-0.02899625,0.015180075,0.73142433,0.891758227,-0.058744963,-0.016596778,0.598764121,0.7846843,-0.077676319,-0.036694249,0.816526981,0.924396338,-0.084082294,-0.045051541,0.913006306,1.019822051,-0.524551929,0.339021447,0.820958812,0.624311856,0,0,1,1,0,0,0,0,1,0
시체가 돌아왔다,986923,2class,-0.321686794,-0.323434373,-0.267518678,0.094135288,-0.288286935,-0.293465123,-0.299864469,0.105271686,-0.154549611,-0.170513559,-0.294740493,0.101292047,-0.17213602,-0.191477831,-0.372527541,0.023009953,-0.238694994,-0.257953569,-0.332065778,0.004652034,-0.247726422,-0.266004699,-0.295426458,0.051058263,-0.250895013,-0.267837119,-0.198316174,0.151565805,-0.252968447,-0.268874236,-0.188964106,0.062426475,-0.15073832,1.587389299,0.820958812,-0.204128086,0,0,1,1,0,0,0,0,0,0
시카리오: 암살자의 도시,153225,1class,-0.675287802,-0.661078051,-1.018413754,-1.021512806,-0.718191099,-0.706959777,-1.01226347,-1.026652541,-0.753302816,-0.734251898,-1.025266431,-1.030100348,-0.764727962,-0.745380694,-1.06555046,-1.01014067,-0.755329289,-0.738667109,-1.00883221,-0.967237324,-0.747998269,-0.732538632,-1.014428678,-0.96852416,-0.738707564,-0.724048467,-0.918527446,-0.862899081,-0.726278254,-0.713383132,-0.998801423,-0.8326824,-0.616694209,-0.648621195,-0.234746511,-0.454328069,1,0,0,0,0,1,0,0,0,0
신데렐라,716491,2class,-0.42592701,-0.390497112,-0.183234536,0.016219197,-0.416994854,-0.385008931,-0.218235416,0.017737994,-0.224205861,-0.203012756,0.031888893,0.165801263,-0.200994348,-0.193718852,-0.005830948,0.115149393,-0.281820911,-0.276457518,-0.238837749,-0.053948094,-0.30515909,-0.298550964,-0.138486887,-0.004160901,-0.324153807,-0.319670714,-0.3911,-0.424895213,-0.337837898,-0.332750289,-0.126100022,-0.188819879,-0.198560312,-0.562820624,-0.077116342,-0.398728073,1,0,0,0,1,0,1,0,0,0
신비한 동물사전,4667176,3class,1.165677544,1.340227949,2.372107382,2.228208743,1.496736115,1.618043407,2.857695689,2.445962693,1.416446662,1.548708831,2.901310489,2.475727402,1.7693155,1.962577039,3.021939087,2.982172093,2.046406573,2.284287387,3.096653954,3.103601357,1.952717614,2.182551326,2.781319085,2.748908851,1.865776527,2.092360236,2.88986246,2.862796434,1.8057228,2.028584201,3.165019666,2.922015893,1.347870653,0.178000987,1.013626168,-0.115168092,1,0,0,0,0,0,0,1,0,0
신세계,4682492,3class,0.639119351,0.561601512,0.498700788,0.556805171,0.841477636,0.783654438,0.490453174,0.568331597,1.115961026,1.048124156,0.534125476,0.570844702,1.079380902,1.00400703,0.44160618,0.480140464,0.940634169,0.852123765,0.475910473,0.53142978,0.970275205,0.873569753,0.584165091,0.612453098,0.991340014,0.891517774,0.540082251,0.633503192,1.03609376,0.932099817,0.728111942,0.793070467,0.608429356,3.121448003,0.734560254,0.029391897,0,0,1,0,0,1,0,0,0,0
신의 한 수,3566852,3class,1.245249928,1.314412201,0.736228823,1.016027439,1.219346216,1.320685835,0.839231851,1.086851785,1.445904947,1.536630879,0.96611918,1.15701017,1.349492239,1.423694573,0.831852095,1.054377232,1.157227085,1.2057769,0.78321768,1.095611864,1.150973568,1.196210378,0.927242293,1.217234419,1.13426188,1.181536297,0.86745101,1.267210915,1.102580632,1.153064154,0.979568277,1.230477072,0.741971792,0.782906936,2.323277266,1.302631808,0,0,1,0,0,1,0,0,0,0
신이 보낸 사람,424778,1class,-0.521539367,-0.520568614,-0.960947294,-1.095981282,-0.558922599,-0.56160727,-0.975159355,-1.089462976,-0.605727524,-0.605146051,-0.986632848,-1.066696922,-0.628441516,-0.626540661,-0.910797769,-1.002412846,-0.618679501,-0.620892715,-0.822376153,-0.90801379,-0.602873514,-0.607530416,-0.769894928,-0.894898608,-0.592221295,-0.597927479,-0.649357577,-0.772369406,-0.580605822,-0.587525527,-0.510680301,-0.611529621,-0.649927163,0.864599017,-1.428687117,-0.226368085,0,0,1,1,0,0,1,0,0,0
실버라이닝 플레이북,127970,1class,-0.587056186,-0.583407743,-0.941791807,-0.831204479,-0.652220742,-0.65142107,-0.990001001,-0.837553039,-0.701641584,-0.692176781,-1.060387871,-0.96435057,-0.72987368,-0.719104484,-1.082371404,-0.964368174,-0.727945265,-0.719013609,-1.01919088,-0.894922272,-0.723196951,-0.715421816,-1.018078436,-0.900157576,-0.715532315,-0.708648153,-0.918527446,-0.807649353,-0.70873961,-0.702851141,-1.313121843,-0.976851617,-0.71525897,-0.063342831,-1.362585964,-0.565528061,1,0,0,0,0,1,1,0,0,0
심야식당,132460,1class,-0.699649737,-0.685030268,-1.16782655,-1.131146951,-0.739390782,-0.728372717,-1.186652809,-1.139577685,-0.773346138,-0.754012788,-1.19384934,-1.118180238,-0.785622214,-0.766354381,-1.186661261,-1.08741891,-0.7746034,-0.757762157,-1.167665149,-1.046409837,-0.766412701,-0.75088308,-1.156769219,-1.050038164,-0.757155973,-0.743666838,-1.21679676,-1.046621068,-0.744437179,-0.732749449,-1.102342267,-0.878872538,-0.745604067,-0.739145178,-1.404446436,-0.58220806,0,1,0,0,0,0,1,0,0,0
싱 스트리트,560856,2class,-0.486824003,-0.476276724,-0.026159546,-0.104447315,-0.510368488,-0.488382613,-0.010452374,-0.135278917,-0.516999226,-0.483356308,-0.087524,-0.357715832,-0.541791768,-0.50837556,-0.190861339,-0.401425918,-0.556764873,-0.52966405,-0.218120409,-0.28211455,-0.54943848,-0.524568051,-0.174984461,-0.249360285,-0.542958081,-0.524656058,-0.347450832,-0.732429843,-0.535800146,-0.518615713,-0.200057768,-0.521248898,0.120495024,-0.452774792,-1.334257439,-0.104048093,0,0,0,1,0,0,1,0,0,0
싱글라이더,351276,1class,-0.20083403,-0.287486178,0.314808116,0.254794129,-0.334922685,-0.390331794,0.15280573,0.112621843,-0.446611041,-0.471590319,0.095107484,0.003287662,-0.475135384,-0.483176449,0.125372421,-0.145218831,-0.453928791,-0.454510839,0.241113956,-0.146835531,-0.455283551,-0.455791478,0.069549289,-0.137607215,-0.455120044,-0.455559838,0.281824673,-0.28976636,-0.462969438,-0.461626708,-0.621616919,-0.796290171,-0.561067126,0.798336633,1.013626168,1.402711801,0,0,1,1,0,0,1,0,0,0
썬더와 마법저택,904143,2class,-0.576906687,-0.5754556,-0.612317437,-1.002895687,-0.179974941,-0.221701866,-0.32954776,-0.788106526,-0.398011133,-0.435832331,-0.663515606,-1.01149192,-0.498879957,-0.531755723,-0.62484171,-0.945940286,-0.441837105,-0.48311518,-0.321707108,-0.737824056,-0.3781732,-0.425958547,-0.240680096,-0.720695292,-0.348808302,-0.401854273,-0.347450832,-0.748405668,-0.309589213,-0.368267527,-0.144589459,-0.527547553,-0.249679394,-0.710035307,0.820958812,-0.565528061,0,0,0,0,1,0,0,1,0,0
쎄시봉,1715370,2class,0.085838328,0.097976689,1.092520874,1.300110885,0.156813147,0.183374422,1.050725305,1.275951287,0.350449159,0.377626024,1.089044218,1.222139666,0.338321831,0.35683359,0.91259263,1.03119376,0.220774125,0.229201003,0.821199469,0.99524356,0.212245281,0.218786069,0.941841323,1.092991299,0.173973711,0.182956469,0.125415155,0.163547674,0.148491203,0.159399755,0.410093635,0.378758932,0.356314352,0.993571826,0.820958812,1.808591772,0,0,1,1,0,0,1,0,0,0
쓰리데이즈 투 킬,229673,1class,-0.542897238,-0.538715569,-0.574006464,-0.500233474,-0.579873605,-0.576117592,-0.511357922,-0.463363212,-0.576274805,-0.565241861,-0.459811258,-0.427187295,-0.591770505,-0.581633331,-0.490274153,-0.43947059,-0.606926849,-0.599065454,-0.521974726,-0.441706388,-0.608780683,-0.601497827,-0.477914331,-0.459061634,-0.608447222,-0.601268092,-0.354725693,-0.347678725,-0.606386603,-0.600049281,-0.473701428,-0.539445013,0.432591489,-0.664404027,-0.234746511,-0.448768069,1,0,0,1,0,0,0,0,0,0
씽,1730686,2class,-0.471529163,-0.467410509,0.318639214,-0.212702414,-0.501260706,-0.510584111,0.282670132,-0.241522101,-0.541005571,-0.540746831,0.158326075,-0.321119258,-0.249361953,-0.239795236,0.801574395,0.080076961,0.001164261,0.015036913,0.997296857,0.174841767,-0.013375821,-0.002030065,0.398027461,-0.141551441,-0.009988787,-0.00199573,0.656480032,0.000461127,0.01190925,0.008271457,0.742903491,-0.071244983,-0.408219807,-0.433305209,-0.555015454,-0.420968071,1,0,0,0,1,0,0,1,0,0
아가씨,4288407,3class,1.60125105,1.644235244,2.084775082,1.840007335,1.680650245,1.686046328,2.149007099,1.815853752,1.576342392,1.602370641,2.118102391,1.792798111,1.670653286,1.738086959,2.147249966,1.916921278,1.880483435,1.99165776,2.271413253,2.046305431,2.119852006,2.274474035,2.368896492,2.041577654,2.020764845,2.170117929,2.220575217,1.999436227,1.942963595,2.090346893,2.565961925,2.369133945,0.697646986,0.05631479,0.820958812,4.238311602,0,0,1,0,0,1,0,0,1,0
아기배달부 스토크,323730,1class,-0.676644729,-0.663676828,-0.409269279,-0.993931889,-0.723142429,-0.72035074,-0.366651875,-0.9992565,-0.76823651,-0.759660367,-0.379031947,-0.961869447,-0.68327234,-0.674686512,-0.076478915,-0.687949854,-0.596826049,-0.589314503,0.109904137,-0.611272716,-0.607763952,-0.600291366,-0.408568939,-0.950117772,-0.610617906,-0.603984851,-0.241965342,-0.832278749,-0.607044343,-0.601689934,-0.392347907,-0.743101528,-0.669629013,-0.417155688,1.013626168,-0.565528061,1,0,0,0,1,0,0,1,0,0
아르고,140736,1class,-0.654306419,-0.647512894,-0.949454002,-0.787075011,-0.705859403,-0.706383202,-0.952896886,-0.803475037,-0.748721962,-0.741801599,-1.014729999,-0.796874722,-0.750029653,-0.74274363,-0.991538303,-0.871634286,-0.726232177,-0.72079999,-0.939774411,-0.863751991,-0.720034823,-0.715603567,-0.959682316,-0.787089764,-0.712132941,-0.708454647,-0.867603417,-0.69315594,-0.693294278,-0.692009469,-0.518076075,-0.430268324,-0.710444368,0.018943936,1.013626168,-0.465448068,1,0,0,1,0,0,0,0,1,0
아메리칸 셰프,154665,1class,-0.721148791,-0.70669334,-1.49730092,-1.26767249,-0.769107639,-0.760556222,-1.453802434,-1.253171026,-0.814106274,-0.796777655,-1.485357287,-1.23417277,-0.815121631,-0.796674734,-1.449067997,-1.195013997,-0.793221848,-0.775930255,-1.381744326,-1.179195233,-0.7851083,-0.769044951,-1.394003454,-1.178225509,-0.775610405,-0.760501163,-1.282270512,-1.07591008,-0.762319566,-0.749127177,-1.183695787,-0.946058192,-0.153580348,0.938387706,-1.404446436,-0.482128067,1,0,0,1,0,0,1,0,0,0
아메리칸 스나이퍼,345759,1class,-0.587197369,-0.567223748,-0.719588162,-0.824309249,-0.612392515,-0.600224327,-0.711720141,-0.838889431,-0.653425733,-0.63417762,-0.761855636,-0.840914668,-0.641263286,-0.620977666,-0.799779534,-0.865095358,-0.609028257,-0.588855231,-0.701525004,-0.831334899,-0.59693836,-0.578017702,-0.656752447,-0.77131286,-0.585842952,-0.567347968,-0.572971533,-0.679177093,-0.583075929,-0.565741033,-0.861979593,-0.810287182,-0.568608862,-0.697447956,1.013626168,-0.270848082,1,0,0,0,0,1,0,0,0,0
