,movieCd,movieNm,star_score,star_user_count
173,20040666.0,나쁜 교육,10.0,2
174,20040543.0,스쿠비-두2 : 몬스터 대소동,10.0,2
175,20030350.0,올드보이,8.76,21
176,20040532.0,셧업,10.0,2
177,20040513.0,내 생애 최고의 데이트,1.0,1
178,20040479.0,휴먼 스테인,0.0,0
179,20030436.0,브라더 베어,10.0,4
180,20040712.0,미치고 싶을 때,10.0,1
181,20040544.0,스타스키와 허치,0.0,0
182,20060007.0,열두명의 웬수들2,9.4,15
183,20040460.0,열두명의 웬수들 ,10.0,2
184,20040677.0,웨일 라이더,0.0,0
185,20070010.0,마강호텔,5.71,118
186,20100979.0,검우강호,8.11,94
187,20159582.0,엘리펀트 송,8.86,14
188,20135365.0,코비: 블루 엘리펀트의 전설,9.57,100
189,20030206.0,베이직,10.0,1
190,20040465.0,러브 미 이프 유 대어,7.09,11
191,20040761.0,룩 앳 미,5.0,1
192,20040480.0,고독이 몸부림칠 때,0.0,0
193,20145502.0,남과 여,8.49,261
194,20050180.0,웰컴 투 동막골,8.61,594
195,20050219.0,가문의 위기(가문의 영광2),6.53,362
196,20040785.0,말아톤,9.29,188
197,20050310.0,해리포터와 불의 잔,9.46,1396
198,20081718.0,로맨틱 아일랜드,9.44,81
199,20040786.0,공공의 적 2,8.14,74
200,20050148.0,친절한 금자씨,8.44,915
201,20122785.0,롤러코스터,8.9,346
202,20050326.0,태풍,0.0,0
203,20050113.0,미스터 & 미세스 스미스,8.96,150
204,20050239.0,너는 내 운명,10.0,2
205,20050137.0,우주전쟁,9.18,11
206,20060407.0,마파도2,6.78,165
207,20050232.0,내 생애 가장 아름다운 일주일,8.74,202
208,20090336.0,킹콩을 들다,8.54,218
209,20050324.0,킹콩,8.0,6
210,20050178.0,박수칠 때 떠나라,8.44,201
211,20050292.0,광식이 동생 광태,8.52,79
212,20050076.0,혈의 누,8.93,187
213,20050077.0,댄서의 순정,8.86,487
214,20050010.0,콘스탄틴,9.15,134
215,20050013.0,잠복근무,7.19,26
216,20050110.0,연애의 목적,8.32,141
217,20050085.0,스타워즈 에피소드3 - 시스의복수,9.5,384
218,20050049.0,주먹이 운다(Crying Fist),8.51,131
219,20149859.0,마다가스카의 펭귄,9.63,188
220,20124136.0,마다가스카3 : 이번엔 서커스다!,9.05,153
221,20050140.0,마다가스카,9.14,122
222,20081791.0,마다가스카 2,9.46,148
223,20050261.0,야수와 미녀,8.56,140
224,20050064.0,간 큰 가족,7.04,105
225,20050225.0,찰리와 초콜릿 공장,9.53,494
226,20050330.0,작업의 정석,8.02,364
227,20050078.0,킹덤 오브 헤븐,9.05,110
228,20050008.0,B형 남자친구,6.07,145
229,20050280.0,미스터 소크라테스,8.27,108
230,20050083.0,연애술사,7.86,129
231,20050011.0,파송송 계란탁,7.67,100
232,20050141.0,천군,7.58,278
233,20050045.0,"안녕, 형아",8.78,104
234,20050216.0,형사; Duelist,7.11,341
235,20050256.0,새드무비,8.62,342
236,20050046.0,남극일기,8.46,303
237,20050112.0,배트맨 비긴즈,8.73,150
238,20050271.0,오로라 공주,7.61,116
239,20050233.0,강력 3반,8.4,136
240,20040776.0,쿵푸 허슬,9.33,24
241,20040774.0,몽정기2,3.2,127
242,20048103.0,오션스 트웰브,7.67,12
243,20040779.0,레모니 스니켓의 위험한 대결,8.57,44
244,20050028.0,밀리언 달러 베이비 ,8.49,84
245,20050291.0,그림형제 : 마르바덴 숲의 전설,8.25,105
246,20050333.0,왕의 남자,9.37,3796
247,20136049.0,숨바꼭질,9.1,683
248,20050255.0,플라이트 플랜,8.59,81
249,20050189.0,"이대로, 죽을 순 없다(Short Time)",7.3,105
250,20050305.0,나의 결혼원정기,9.21,103
251,20050338.0,"나니아 연대기-사자,마녀 그리고 옷장",9.01,729
252,20040749.0,에비에이터,8.33,55
253,20050033.0,Mr.히치: 당신을 위한 데이트 코치,8.28,25
254,20050318.0,6월의 일기,8.75,153
255,20157531.0,판타스틱 4,8.06,1504
256,20070059.0,판타스틱 4: 실버 서퍼의 위협,7.42,273
257,20050145.0,판타스틱4,8.45,199
258,20050087.0,그루지,7.02,58
259,20060310.0,그루지 2,7.24,54
260,20090480.0,그루지 3,4.73,15
261,20050288.0,무영검,8.23,148
262,20050258.0,신화 : 진시황릉의 비밀,8.46,313
263,20050160.0,가발,8.0,103
264,20040775.0,키다리 아저씨,9.0,2
265,20050222.0,신데렐라맨,9.06,124
266,20050142.0,여고괴담 4 : 목소리,6.23,105
267,20050037.0,호스티지,8.8,50
268,20040705.0,월드 오브 투모로우,6.38,9
269,20050278.0,월래스와 그로밋 : 거대토끼의 저주,9.77,74
270,20050276.0,"사랑해, 말순씨",7.85,54
271,20050186.0,옹박 : 두번째 미션,9.04,355
272,20040790.0,뉴 폴리스 스토리,8.85,13
273,20050237.0,미스터 주부퀴즈왕,8.71,93
274,20134069.0,씬 시티: 다크히어로의 부활,9.25,268
275,20050084.0,씬 시티,8.76,99
276,20050221.0,나이트 플라이트,8.71,58
277,20050263.0,레전드 오브 조로,9.04,49
278,20100103.0,셔터 아일랜드,9.38,111
279,20050129.0,셔터,7.58,71
280,20050238.0,칠검,7.89,131
281,20050185.0,애프터 선셋,8.85,214
282,20050069.0,인터프리터,9.29,14
283,20050319.0,저스트 라이크 헤븐,8.88,41
284,20081681.0,쏘우 V,8.07,175
285,20101011.0,쏘우 3D,9.2,184
286,20050014.0,쏘우,9.0,4
287,20090833.0,쏘우-여섯번의 기회,8.42,121
288,20050351.0,쏘우 2,9.05,229
289,20060354.0,쏘우 3,9.45,278
290,20070593.0,쏘우 4,8.67,272
291,20050034.0,미트 페어런츠2,7.83,6
292,20050205.0,그녀는 요술쟁이,9.0,48
293,20050332.0,파랑주의보,6.66,297
294,20050117.0,pm 11:14,8.15,41
295,20050101.0,하우스 오브 왁스,8.35,51
296,20050342.0,청연,5.51,613
297,20040798.0,클로저,8.69,16
298,20040793.0,"제니, 주노",3.3,1014
299,20050257.0,케이브,7.74,38
300,20050322.0,프라임 러브,9.0,8
301,20050283.0,"소년, 천국에 가다",8.81,58
302,20070041.0,텍사스 전기톱 연쇄살인사건 : 0,7.32,28
303,20040638.0,텍사스 전기톱 연쇄살인사건,7.76,59
304,20050004.0,네버랜드를 찾아서,9.42,57
305,20050074.0,밀리언즈,7.25,12
306,20050082.0,이터널 선샤인,9.39,133
307,20050042.0,"지금, 만나러 갑니다",8.32,242
308,20050190.0,첼로-홍미주 일가 살인사건,7.73,96
309,20050092.0,"우리, 사랑일까요?",8.91,23
310,20050207.0,크림슨 리버2,6.96,24
311,20050048.0,미스 에이전트2 : 라스베가스 잠입사건,9.0,14
312,20050250.0,당신이 사랑하는 동안에,8.71,51
313,20050245.0,사랑니,7.53,129
314,20163981.0,극장판 유희왕 더 다크 사이드 오브 디멘션즈,9.66,462
315,20119600.0,극장판 유희왕 : 시공을 초월한 우정,9.77,383
316,20050039.0,유희왕,7.81,70
317,20050108.0,게스후,8.69,32
318,20050249.0,날 미치게하는 남자,7.72,47
319,20050016.0,나인 야드 2,5.91,11
320,20050290.0,로드 오브 워,9.18,38
321,20148845.0,스물,9.03,818
322,20100256.0,내 깡패 같은 애인,8.78,74
323,20050027.0,코러스,8.66,92
324,20040702.0,윔블던,8.33,12
325,20040687.0,아나콘다2 : 사라지지 않는 저주,9.38,16
326,20050259.0,트랜스포터 엑스트림,9.0,30
327,20050130.0,어썰트 13,8.14,7
328,20050131.0,아미티빌 호러,8.5,10
329,20050229.0,4 브라더스,7.0,17
330,20040713.0,"나를 책임져, 알피",10.0,2
331,20050289.0,엘리자베스타운,9.55,29
332,20050218.0,랜드 오브 데드,8.98,49
333,20050176.0,부기맨,6.64,42
334,20050163.0,왕후 심청,8.28,71
335,20050061.0,코치 카터,9.05,38
336,20050331.0,"우리, 사랑해도 되나요?",8.68,19
337,20050126.0,패시파이어,7.08,24
338,20040797.0,마더 데레사,9.8,10
339,20050143.0,스팀보이,7.27,11
340,20040781.0,피닉스,0.0,0
341,20040792.0,큐브 제로,7.36,12
342,20050191.0,오픈 워터,3.66,90
343,20070502.0,오다기리 죠의 도쿄타워,5.5,2
344,20050165.0,허비,9.22,37
345,20050182.0,스켈리톤 키,7.71,21
346,20050095.0,킨제이 보고서,6.58,19
347,20040751.0,"여자, 정혜",8.04,25
348,20050058.0,화이트 노이즈,6.75,8
349,20050106.0,극장전,8.37,19
350,20040741.0,래더 49,8.07,14
351,20150385.0,닌자터틀 : 어둠의 히어로,9.16,454
352,20050147.0,샤크보이와 라바걸의 모험 : 3-D,7.92,13
353,20050041.0,인게이지먼트,9.85,20
354,20152870.0,에스엠타운 더 스테이지,8.88,126
355,20050009.0,몽상가들,7.94,18
356,20040777.0,베니티 페어,6.2,5
357,20050286.0,블루스톰,8.84,44
358,20050093.0,폼포코 너구리 대작전,9.57,7
359,20050023.0,사이드웨이,8.4,5
360,20050105.0,세컨핸드 라이온스,9.0,22
361,20040626.0,그리스 로마신화 - 올림포스 가디언 - 기간테스 대역습,6.5,6
362,20050107.0,은하수를 여행하는 히치하이커를 위한 안내서,9.44,25
363,20050202.0,불량공주 모모코,6.82,77
364,20050304.0,천국의 아이들 2 - 시험보는 날,8.7,20
365,20050035.0,69 식스티 나인,8.16,38
366,20050197.0,종려나무 숲,8.87,55
367,20050282.0,러브토크,9.4,15
368,20050063.0,거북이도 난다,5.24,17
369,20050321.0,브로큰 플라워,8.2,5
370,20050285.0,레알,8.79,19
371,20050111.0,녹색의자,8.71,14
372,20050274.0,골!,8.56,34
373,20050226.0,토니 타키타니,8.67,10
374,20050303.0,용서받지 못한 자,5.57,8
375,20060151.0,괴물,8.79,3027
376,20123383.0,화이: 괴물을 삼킨 아이,9.24,680
377,20157175.0,괴물의 아이,9.63,131
378,20060277.0,타짜,10.0,6
379,20134804.0,타짜-신의 손,4.37,3474
380,20060107.0,미션 임파서블 3,8.2,240
381,20050363.0,투사부일체,7.76,1654
382,20060146.0,캐리비안의 해적 : 망자의 함,9.65,1262
383,20060147.0,한반도,6.49,811
384,20100215.0,점박이:한반도의 공룡3D,8.94,256
385,20060387.0,미녀는 괴로워,8.16,883
386,20090234.0,천사와 악마,9.3,234
387,20060117.0,다빈치 코드,8.79,829
388,20060257.0,가문의 부활 - 가문의 영광3,5.21,444
389,20060244.0,우리들의 행복한 시간,9.49,1212
390,20060319.0,박물관이 살아있다!,9.18,358
391,20050355.0,음란서생,8.02,286
392,20060005.0,맨발의 기봉이,8.66,383
393,20060137.0,비열한 거리,10.0,2
394,20060136.0,엑스맨 : 최후의 전쟁,9.33,325
395,20060100.0,사생결단,10.0,2
396,20060148.0,수퍼맨 리턴즈,8.02,228
397,20090078.0,구세주 2,6.81,81
398,20060019.0,구세주,6.54,205
399,20060284.0,라디오 스타,8.4,382
400,20060051.0,청춘만화,8.65,333
401,20060017.0,흡혈형사 나도열,7.96,513
402,20060292.0,거룩한 계보,7.97,275
403,20060264.0,악마는 프라다를 입는다,8.78,213
404,20060353.0,해바라기,10.0,28
405,20151964.0,명탐정 코난 : 화염의 해바라기,9.65,366
406,20060214.0,각설탕,8.76,1000
407,20157223.0,해피 홀리데이,9.3,101
408,20060348.0,로맨틱 홀리데이,9.02,86
409,20060370.0,중천,7.62,1049
410,20050346.0,싸움의 기술,8.54,320
411,20060197.0,몬스터 하우스,9.39,95
412,20060134.0,짝패,8.52,236
413,20060157.0,아랑,8.61,121
414,20060018.0,빨간모자의 진실,9.2,202
415,20090922.0,빨간모자의 진실 2,7.79,201
416,20050350.0,데이지,7.84,526
417,20060033.0,오만과 편견,10.0,4
418,20050362.0,게이샤의 추억,7.44,291
419,20060130.0,헷지,9.35,183
420,20050345.0,야수,8.23,564
421,20060279.0,마음이...,9.16,504
422,20060358.0,007 카지노 로얄,7.2,134
423,20060225.0,예의없는 것들,9.08,438
424,20060046.0,방과후 옥상,6.33,148
425,20060241.0,일본침몰,6.3,966
426,20060016.0,뮌헨,8.27,231
427,20050359.0,무극,7.04,365
428,20060356.0,싸이보그지만 괜찮아,7.74,993
429,20060369.0,Mr.로빈 꼬시기,6.61,166
430,20060405.0,데스노트 : 라스트 네임,8.57,822
431,20060301.0,데스노트,7.63,1053
432,20080062.0,데스노트 L: 새로운 시작,8.1,1233
433,20050344.0,여교수의 은밀한 매력,6.32,209
434,20060288.0,가을로,9.6,591
435,20060222.0,천하장사 마돈나,7.87,255
436,20060357.0,조폭마누라3,5.85,306
437,20060299.0,원피스 - 기계태엽성의 메카거병,9.16,130
438,20060242.0,"연애, 그 참을 수 없는 가벼움",6.89,127
439,20060015.0,백만장자의 첫사랑,7.88,1142
440,20060224.0,신데렐라,9.0,2
441,20060337.0,디파티드,8.79,131
442,20060031.0,언더월드2 - 에볼루션,8.61,155
443,20060210.0,스승의 은혜,8.19,300
444,20060160.0,아파트,0.0,0
445,20060396.0,올드미스다이어리,9.0,378
446,20050364.0,치킨리틀,8.86,233
447,20060283.0,애정결핍이 두 남자에게 미치는 영향,7.77,146
448,20060057.0,뻔뻔한 딕&제인,8.89,84
449,20060218.0,다세포소녀,3.2,4474
450,20060347.0,판의 미로 - 오필리아와 세 개의 열쇠,8.47,193
451,20050354.0,사랑을 놓치다,8.98,281
452,20060261.0,열혈남아,1.0,1
453,20060124.0,호로비츠를 위하여,9.07,304
454,20060340.0,프레스티지,9.54,150
455,20113911.0,해피 피트 2,9.74,70
456,20060318.0,해피 피트,9.43,76
457,20060048.0,브이 포 벤데타,8.86,128
458,20060191.0,플라이 대디,7.39,2455
459,20060316.0,사랑 따윈 필요 없어,6.69,407
460,20060219.0,마이애미 바이스,0.0,0
461,20060245.0,원탁의 천사,8.18,820
462,20060229.0,아이스케키,8.51,172
463,20060258.0,야연,8.43,84
464,20060085.0,도마뱀,8.24,153
465,20149930.0,스텝 업: 올 인,9.42,316
466,20126448.0,스텝업4 : 레볼루션,9.82,107
467,20100382.0,스텝 업 3D,9.66,188
468,20060334.0,스텝 업,9.1,98
469,20080149.0,스텝업 2 : 더 스트리트,9.44,115
470,20060156.0,럭키 넘버 슬레븐,9.13,46
471,20090572.0,파이널 데스티네이션 4,8.88,80
472,20060113.0,파이널 데스티네이션,8.67,138
473,20112050.0,파이널 데스티네이션5,8.0,81
474,20060135.0,모노폴리,9.03,261
475,20060352.0,누가 그녀와 잤을까?,4.79,357
476,20060259.0,BB프로젝트,9.4,129
477,20060280.0,잔혹한 출근,8.29,96
478,20060231.0,뚝방전설,7.58,261
479,20060056.0,원초적 본능 2,7.75,131
480,20060050.0,무인 곽원갑,9.04,156
481,20060262.0,월드 트레이드 센터,8.32,87
482,20060087.0,인사이드 맨,8.26,23
483,20060338.0,그해 여름,8.4,99
484,20060202.0,유실물,7.51,138
485,20060089.0,식스틴블럭,8.42,24
486,20060080.0,드리머,8.91,105
487,20060038.0,웨딩 크래셔,8.89,38
488,20060223.0,겁나는 여친의 완벽한 비밀,8.33,85
489,20060090.0,아이스 에이지 2,9.44,129
490,20060022.0,가부와 메이 이야기,9.6,118
491,20060291.0,잘 살아보세,8.33,104
492,20060364.0,저스트 프렌드,8.18,28
493,20060125.0,"생, 날선생",7.06,123
494,20060237.0,앤트 불리,8.87,31
495,20060234.0,"두뇌유희프로젝트, 퍼즐",8.71,56
496,20122803.0,파이스토리 : 악당상어 소탕작전,9.17,126
497,20060180.0,파이스토리,9.21,197
498,20060093.0,국경의 남쪽,8.67,113
499,20090210.0,13구역: 얼티메이텀,9.68,87
500,20060240.0,13구역,8.7,130
501,20060220.0,"사랑하니까, 괜찮아",6.01,426
502,20050360.0,내니맥피-우리 유모는 마법사,8.75,71
503,20060212.0,게드전기 : 어스시의 전설,8.28,288
504,20060040.0,브로크백 마운틴,9.15,272
505,20060339.0,사랑할 때 이야기하는 것들,8.98,54
506,20060311.0,어느 멋진 순간,8.55,29
507,20060042.0,앙코르,9.54,39
508,20060173.0,패스트 앤 퓨리어스 도쿄 드리프트,8.11,45
509,20060192.0,사일런트 힐,8.74,160
510,20060373.0,조용한 세상,9.14,74
511,20060112.0,공필두,5.13,52
512,20060247.0,해변의 여인,10.0,1
513,20060052.0,엑소시즘 오브 에밀리 로즈,8.84,38
514,20060025.0,손님은 왕이다,8.5,125
515,20050361.0,투 브라더스,9.18,179
516,20149317.0,가디언즈 오브 갤럭시,9.34,293
517,20060070.0,구타유발자들,7.98,97
518,20060272.0,구미호 가족,6.69,61
519,20060024.0,파이어월,8.07,28
520,20060140.0,레이크 하우스,8.74,107
521,20060204.0,포켓몬 레인저와 바다의 왕자 마나피,8.31,84
522,20060278.0,DOA,5.53,194
523,20060082.0,매치 포인트,9.0,3
524,20060232.0,센티넬,9.2,76
525,20060076.0,에디슨 시티,9.52,25
526,20060077.0,연리지,5.47,103
527,20060215.0,레이디 인 더 워터,8.3,79
528,20060088.0,마이 캡틴 김대출,9.52,84
529,20050313.0,아치와 씨팍,8.5,131
530,20060193.0,울트라바이올렛,8.28,88
531,20060006.0,메종 드 히미코,8.48,40
532,20050308.0,카리스마 탈출기,6.97,235
533,20050353.0,퍼햅스 러브,8.11,94
534,20060067.0,시리아나,7.63,30
535,20060119.0,개구리중사 케로로,8.49,41
536,20090226.0,케로로 더 무비: 드래곤 워리어,9.65,91
537,20149155.0,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,9.86,14
538,20060233.0,플라이트93,6.72,32
539,20060075.0,달콤한 백수와 사랑만들기,6.76,17
540,20060155.0,이온 플럭스,0.0,0
541,20060276.0,무도리,8.07,58
542,20060084.0,"키리쿠, 키리쿠",9.5,4
543,20060207.0,2월 29일 - 어느날 갑자기 첫번째 이야기,7.34,29
544,20060388.0,네티비티 스토리-위대한 탄생,8.24,67
545,20060045.0,스윙걸즈,8.39,191
546,20060032.0,자투라:스페이스 어드벤쳐,8.59,39
547,20060139.0,하프 라이트,8.05,20
548,20060145.0,러닝 스케어드,8.88,41
549,20060179.0,밴디다스,8.51,35
550,20060185.0,유레루,8.95,59
551,20050352.0,당신이 그녀라면,7.23,22
552,20145021.0,와일드,9.06,34
553,20060343.0,무지개 여신,9.41,56
554,20060341.0,후회하지 않아,6.12,165
555,20060144.0,크립,8.5,40
556,20060208.0,네번째 층 - 어느날 갑자기 두번째 이야기,7.5,16
557,20060126.0,행운을 돌려줘!,9.56,48
558,20060037.0,스위트 룸,9.0,2
559,20060121.0,안소니 짐머,8.14,7
560,20060177.0,전차남,8.6,73
561,20161364.0,귀향,9.68,1492
562,20060095.0,콘스탄트 가드너,8.12,17
563,20060236.0,폭력써클,4.59,123
564,20060365.0,수면의 과학,9.17,35
565,20060227.0,D-day-어느날 갑자기 세번째 이야기,7.73,11
566,20060182.0,클림트,9.71,7
567,20060074.0,에이트 빌로우,8.83,90
568,20060178.0,내 남자의 유통기한,9.6,5
569,20060273.0,삼거리극장,8.3,61
570,20060010.0,알리바이,0.0,0
571,20060389.0,오래된 정원,8.83,77
572,20060200.0,내 청춘에게 고함,8.99,83
573,20060013.0,타임 투 리브,6.5,8
574,20060104.0,노스 컨츄리,9.57,7
575,20060083.0,내 곁에 있어줘,10.0,2
576,20060392.0,미스 리틀 선샤인,8.39,33
577,20060314.0,보리밭을 흔드는 바람,8.2,11
578,20060206.0,사이렌,10.0,1
579,20060023.0,박치기!,8.29,51
580,20060255.0,호텔 르완다,8.63,81
581,20060043.0,이니셜 D,8.03,35
582,20060158.0,사랑도 흥정이 되나요?,8.57,21
583,20060211.0,라스트 키스,9.0,3
584,20070316.0,디워,9.24,9210
585,20122021.0,트랜스포머: 사라진 시대,6.18,3556
586,20110659.0,트랜스포머 3,9.49,1803
